Source System Name,Source System Acronym,Table Name,Table Description,ColumnNames,ColumnAcronyms,DataTypes,Nullability,ColumnDescription
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,FirstName,FirstName,TEXT,NOT NULLABLE,First name of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,LastName,LastName,TEXT,NOT NULLABLE,Last name of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,Email,Email,TEXT,NOT NULLABLE,Email address of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,PhoneNumber,PhoneNum,TEXT,NULLABLE,Phone number of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,Address,Addr,TEXT,NULLABLE,Address of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,EnrollmentDate,EnrollDate,DATETIME,NOT NULLABLE,Date when the customer enrolled in the loyalty program
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,ProgramTier,ProgTier,TEXT,NOT NULLABLE,The tier level of the customer in the loyalty program (e.g.
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,RewardsEarned,RewardsEarned,NUMBER,NULLABLE,Number of rewards earned by the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,RewardsRedeemed,RewardsRed,NUMBER,NULLABLE,Number of rewards redeemed by the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,PointsBalance,PointsBal,NUMBER,NULLABLE,Current points balance of the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,ExpirationDate,ExpDate,DATETIME,NULLABLE,Date when the customer's rewards will expire
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,TotalPurchases,TotalPurch,NUMBER,NULLABLE,Total purchases made by the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,AveragePurchaseAmount,NULLABLE,NUMBER
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,LastPurchaseDate,LastPurchDate,DATETIME,NULLABLE,Date of the customer's last purchase
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,MembershipStatus,MemStatus,TEXT,NOT NULLABLE,Current status of the customer's membership (e.g.
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,ReferralCode,RefCode,TEXT,NULLABLE,Referral code used by the customer for enrollment
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,ReferralSource,RefSource,TEXT,NULLABLE,Source of the customer's referral
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,PreferredCommunication,CustComm,TEXT,NULLABLE,Preferred mode of communication for the customer
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,OptOutStatus,OptOut,TEXT,NOT NULLABLE,Indicates whether the customer has opted out of communication
Customer Relationship Management System,CRMS,LoyaltyProgramData,Data on customer participation in loyalty programs including rewards and redemption rates.,Note,Note,TEXT,NULLABLE,Additional notes or comments about the customer
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Solar Array ID,SOL_ID,NUMBER,NOT NULLABLE,Unique identifier for each solar array
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Date,DATE,DATETIME,NOT NULLABLE,Date when the data was recorded
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Energy Output,EN_OUT,NUMBER,NULLABLE,Amount of energy output by the solar array (in kilowatt-hours)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Efficiency,EFF,NUMBER,NULLABLE,Efficiency of the solar array (in percentage)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Temperature,TEMP,NUMBER,NULLABLE,Temperature at which the solar array was operating (in degrees Celsius)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Sun Irradiance,SUN_IRR,NUMBER,NULLABLE,Level of sun irradiance at the solar array's location (in watts per square meter)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Utility Provider,UTIL,TEXT,NULLABLE,Name of the utility provider for the solar array
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Installer,INST,TEXT,NULLABLE,Name of the company that installed the solar array
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Module Manufacturer,MOD_MAN,TEXT,NULLABLE,Name of the manufacturer of the solar array's modules
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Inverter Manufacturer,INV_MAN,TEXT,NULLABLE,Name of the manufacturer of the solar array's inverters
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Module Model,MOD_MOD,TEXT,NULLABLE,Model of the solar array's modules
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Inverter Model,INV_MOD,TEXT,NULLABLE,Model of the solar array's inverters
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Installation Date,INST_DATE,DATETIME,NULLABLE,Date when the solar array was installed
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,System Capacity,SYS_CAP,NUMBER,NOT NULLABLE,Total capacity of the solar array (in kilowatts)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Latitude,LAT,NUMBER,NOT NULLABLE,Latitude coordinate of the solar array's location
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Longitude,LON,NUMBER,NOT NULLABLE,Longitude coordinate of the solar array's location
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Altitude,ALT,NUMBER,NULLABLE,Altitude of the solar array's location (in meters)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Panel Type,PAN_TYP,TEXT,NULLABLE,Type of solar panels used in the array
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Panel Count,PAN_CNT,NUMBER,NULLABLE,Number of solar panels in the array
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Warranty Period,WAR_PERIOD,NUMBER,NULLABLE,Length of the warranty period for the solar array (in years)
Renewable Energy Project Database,REPD,SolarArrayPerformanceMetrics,Performance metrics for solar arrays including energy output and efficiency over time.,Maintenance Contact,MAIN_CONTACT,TEXT,NULLABLE,Contact information for maintenance and support of the solar array
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,WindFarmID,WID,NUMBER,NOT NULLABLE,Unique identifier for each wind farm
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,TurbineID,TID,NUMBER,NOT NULLABLE,Unique identifier for each wind turbine
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Date,D,DATETIME,NOT NULLABLE,Date of the record
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Power,P,NUMBER,NOT NULLABLE,Power generated by the wind turbine in kW
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,RotorSpeed,RS,NUMBER,NOT NULLABLE,Rotor speed of the wind turbine in RPM
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,WindSpeed,WS,NUMBER,NOT NULLABLE,Wind speed during the operation in m/s
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,BladeAngle,BA,NUMBER,NOT NULLABLE,Angle of the wind turbine blades in degrees
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Temperature,T,NUMBER,NOT NULLABLE,Ambient temperature during operation in degrees Celsius
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Humidity,H,NUMBER,NOT NULLABLE,Ambient humidity during operation in percentage
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,MaintenanceCode,MC,TEXT,NULLABLE,Maintenance code for any maintenance performed
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,MaintenanceDescription,MD,TEXT,NULLABLE,Description of the maintenance performed
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,FaultCode,FC,TEXT,NULLABLE,Fault code for any detected faults or issues
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,FaultDescription,FD,TEXT,NULLABLE,Description of the detected fault or issue
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,MaintenanceStartDate,MSD,DATETIME,NULLABLE,Start date of the maintenance
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,MaintenanceEndDate,MED,DATETIME,NULLABLE,End date of the maintenance
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,MaintenanceDuration,MDU,NUMBER,NULLABLE,Duration of the maintenance in hours
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Availability,AV,NUMBER,NULLABLE,Availability of the wind turbine expressed as percentage
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,PerformanceRatio,PR,NUMBER,NULLABLE,Performance ratio of the wind turbine expressed as percentage
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,EnergyProduction,EP,NUMBER,NULLABLE,Energy produced by the wind turbine in kWh
Renewable Energy Project Database,REPD,WindFarmOperationalData,Data from wind farm operations including turbine performance and maintenance records.,Revenue,R,NUMBER,NULLABLE,Revenue generated by the wind turbine
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Source System Name,SSN,TEXT,NOT NULLABLE,The name of the source system
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Source System Acronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Table Name,TN,TEXT,NOT NULLABLE,The name of the table
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Table Description,TD,TEXT,NOT NULLABLE,The description of the table
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Biofuel Production Volume,BPV,NUMERIC,NULLABLE,The volume of biofuel production
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Biofuel Type,BT,TEXT,NULLABLE,The type of biofuel
Renewable Energy Project Database,REPD,BiofuelProductionStatistics,"Statistics on biofuel production volumes, types, and energy content.",Energy Content,EC,NUMERIC,NULLABLE,The energy content of the biofuel in megajoules
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Log ID,LID,NUMBER,NOT NULLABLE,Unique identifier for each log entry
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Plant ID,PID,NUMBER,NOT NULLABLE,Unique identifier for each geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Date,DT,DATETIME,NOT NULLABLE,Date of the energy output log
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Time,TM,DATETIME,NOT NULLABLE,Time of the energy output log
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Temperature,TEMP,NUMBER,NOT NULLABLE,Temperature of the geothermal output
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Flow Rate,FR,NUMBER,NOT NULLABLE,Flow rate of the geothermal output
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Energy Output,EO,NUMBER,NOT NULLABLE,Amount of energy output from the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Location,LOC,TEXT,NULLABLE,Geographical location of the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Operator,OP,TEXT,NULLABLE,Operator responsible for the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,System Status,SS,TEXT,NULLABLE,Status of the geothermal plant system
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Error Message,EM,TEXT,NULLABLE,Any error message associated with the energy output log
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Efficiency,EFF,NUMBER,NULLABLE,Efficiency of the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Installation Date,IDAT,DATETIME,NULLABLE,Date when the geothermal plant was installed
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Last Maintenance Date,LMDAT,DATETIME,NULLABLE,Date of the last maintenance conducted on the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Next Maintenance Date,NMDAT,DATETIME,NULLABLE,Date of the next scheduled maintenance for the geothermal plant
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Average Temperature,AVGTEMP,NUMBER,NULLABLE,Average temperature of the geothermal plant over a period of time
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Average Flow Rate,AVGFR,NUMBER,NULLABLE,Average flow rate of the geothermal plant over a period of time
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Total Energy Output,TEO,NUMBER,NULLABLE,Total energy output from the geothermal plant over a period of time
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Conditions,COND,TEXT,NULLABLE,Conditions of the geothermal plant during the energy output log
Renewable Energy Project Database,REPD,GeothermalEnergyOutputLogs,Logs of energy output from geothermal plants including temperature and flow rates.,Notes,NT,TEXT,NULLABLE,Additional notes or comments regarding the energy output log
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Certificate ID,CertID,NUMBER,NOT NULLABLE,Unique identifier for each renewable energy certificate
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Certificate Type,CertType,TEXT,NOT NULLABLE,Type of renewable energy certificate (e.g. solar
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Issue Date,IssDate,DATETIME,NOT NULLABLE,Date when the certificate was issued
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Start Date,StartDate,DATETIME,NULLABLE,Start date of the validity period for the certificate
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",End Date,EndDate,DATETIME,NULLABLE,End date of the validity period for the certificate
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Unit of Measure,UoM,TEXT,NOT NULLABLE,Unit of measurement for the certificate (e.g. MWh
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Quantity,Qty,NULLABLE,NOT NULL
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Issuer,Issuer,TEXT,NOT NULLABLE,Organization or entity that issued the certificate
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Recipient,Recipient,TEXT,NOT NULLABLE,Organization or entity that received/transferred the certificate
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Transaction Date,TransDate,DATETIME,NOT NULLABLE,Date when the certificate was transferred/traded
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Transaction Type,TransType,TEXT,NOT NULLABLE,Type of transaction (e.g. purchase
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Transaction Quantity,TransQty,NULLABLE,NOT NULL
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Transaction Value,TransValue,NULLABLE,NULL
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Retirement Date,RetireDate,DATETIME,NULLABLE,Date when the certificate was retired or expired
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Retirement Cause,RetireCause,TEXT,NULLABLE,Cause for retirement of the certificate (e.g. end of validity period
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Location,Location,TEXT,NULLABLE,Geographic location associated with the renewable energy project
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Project Name,ProjName,TEXT,NULLABLE,Name of the renewable energy project
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Project Type,ProjType,TEXT,NULLABLE,Type of renewable energy project (e.g. solar farm
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Project Capacity,ProjCapacity,NULLABLE,NULL
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Project Owner,ProjOwner,TEXT,NULLABLE,Organization or entity that owns the renewable energy project
Renewable Energy Project Database,REPD,RenewableEnergyCertificates,"Details of renewable energy certificates issued, traded, and retired.",Project Operator,ProjOperator,TEXT,NULLABLE,Organization or entity responsible for operating the renewable energy project
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Plant ID,PLT_ID,NUMBER,NOT NULLABLE,A unique identifier for each hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Plant Name,PLT_NAME,TEXT,NOT NULLABLE,The name of the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Location,LOC,TEXT,NOT NULLABLE,The location of the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Water Source,WTR_SRC,TEXT,NOT NULLABLE,The source of water for the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Water Flow Rate,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Energy Conversion Rate,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Efficiency,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Capacity,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Start Date,STRT_DATE,DATETIME,NOT NULLABLE,The start date of operation for the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,End Date,END_DATE,DATETIME,NULLABLE,The end date of operation for the hydroelectric plant (if applicable).
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Commissioned By,COM_BY,TEXT,NULLABLE,The organization responsible for commissioning the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Commissioned Date,COM_DATE,DATETIME,NULLABLE,The date on which the hydroelectric plant was commissioned.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Owner,OWN,TEXT,NOT NULLABLE,The owner of the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Operator,OPR,TEXT,NOT NULLABLE,The operator in charge of running the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Contact Person,CONT_PERSON,TEXT,NOT NULLABLE,The contact person for the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Contact Email,CONT_EMAIL,TEXT,NOT NULLABLE,The email address of the contact person for the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Contact Phone,CONT_PHONE,TEXT,NULLABLE,The phone number of the contact person for the hydroelectric plant.
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Latitude,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Longitude,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,HydroelectricPlantEfficiency,Efficiency records for hydroelectric plants including water flow and energy conversion rates.,Altitude,NULLABLE,NUMBER
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project ID,PID,NUMBER,NOT NULLABLE,A unique identifier for each project in the database.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Name,PName,TEXT,NOT NULLABLE,The name of the renewable energy project.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investment Amount,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investment Date,IDate,DATETIME,NOT NULLABLE,The date when the investment was made.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investment Currency,ICurrency,TEXT,NOT NULLABLE,The currency in which the investment was made.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investor Name,IName,TEXT,NOT NULLABLE,The name of the investor who made the investment.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investor Type,IType,TEXT,NOT NULLABLE,The type of investor (e.g.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Investor Country,ICountry,TEXT,NOT NULLABLE,The country of the investor.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Return Rate,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Return Period,RPeriod,NUMBER,NOT NULLABLE,The period for which the return rate is calculated (in years).
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Return Currency,RCurrency,TEXT,NOT NULLABLE,The currency in which the return rate is calculated.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Return Date,RDate,DATETIME,NOT NULLABLE,The date when the return rate was calculated.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Estimated Return,NOT NULLABLE,NUMBER
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Actual Return,NULLABLE,NUMBER
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Status,PStatus,TEXT,NOT NULLABLE,The current status of the renewable energy project.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Location,PLocation,TEXT,NOT NULLABLE,The location of the renewable energy project.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Technology,PTechnology,TEXT,NOT NULLABLE,The technology used in the renewable energy project.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Start Date,PStartDate,DATETIME,NOT NULLABLE,The date when the project started.
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project End Date,PEndDate,DATETIME,NULLABLE,The date when the project ended (if applicable).
Renewable Energy Project Database,REPD,RenewableProjectInvestmentReturns,Data on investment returns from various renewable energy projects.,Project Owner,POwner,TEXT,NOT NULLABLE,The owner of the renewable energy project.
Renewable Energy Project Database,REPD,SustainabilityImpactReports_REPD,Reports on the sustainability impact of renewable energy projects.,Report ID, R_ID,NUMBER,NOT NULLABLE, Unique identifier for each report
Renewable Energy Project Database,REPD,SustainabilityImpactReports_REPD,Reports on the sustainability impact of renewable energy projects.,Project Name, P_Name,TEXT,NOT NULLABLE, Name of the renewable energy project
